timestamp,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base_vol,taker_buy_quote_vol,ignore
2024-01-05 16:00:00,43500.01000000,43808.07000000,43100.46000000,43600.00000000,7460.07613000,2024-01-05 19:59:59.999,324206822.25417550,308961,3806.09627000,165415535.47607440,0
2024-01-05 20:00:00,43600.00000000,44357.46000000,43580.51000000,44145.11000000,6844.14656000,2024-01-05 23:59:59.999,300764404.19396680,274087,3590.45378000,157818675.20419790,0
2024-01-06 00:00:00,44145.12000000,44214.42000000,43812.50000000,43931.10000000,3123.46193000,2024-01-06 03:59:59.999,137401026.75899970,154177,1435.13702000,63128996.24513960,0
2024-01-06 04:00:00,43931.10000000,43971.10000000,43397.05000000,43653.20000000,4242.79756000,2024-01-06 07:59:59.999,185157986.33553090,200745,2082.44667000,90875447.09060650,0
2024-01-06 08:00:00,43653.20000000,43771.10000000,43551.28000000,43671.96000000,2449.54997000,2024-01-06 11:59:59.999,106967541.82733230,160976,1267.37865000,55342826.04259760,0
2024-01-06 12:00:00,43671.97000000,43920.08000000,43527.27000000,43867.17000000,2610.13838000,2024-01-06 15:59:59.999,114246426.62928590,148168,1432.92742000,62721705.13834920,0
2024-01-06 16:00:00,43867.17000000,44148.58000000,43828.50000000,43906.36000000,2971.24432000,2024-01-06 19:59:59.999,130557720.92634000,162512,1653.76973000,72673886.86611300,0
2024-01-06 20:00:00,43906.35000000,43980.00000000,43611.19000000,43968.32000000,2437.86928000,2024-01-06 23:59:59.999,106882181.01411730,130064,1176.91124000,51598925.98107170,0
2024-01-07 00:00:00,43968.32000000,44259.29000000,43833.40000000,43940.41000000,3397.43777000,2024-01-07 03:59:59.999,149621821.87201380,154901,1722.25916000,75853060.34065720,0
2024-01-07 04:00:00,43940.41000000,44100.00000000,43843.52000000,44080.00000000,2347.11787000,2024-01-07 07:59:59.999,103252744.74618600,122921,1195.60720000,52596550.14251240,0
2024-01-07 08:00:00,44080.00000000,44167.81000000,43880.65000000,44061.10000000,3023.73501000,2024-01-07 11:59:59.999,133106227.94436450,150116,1499.58137000,66011131.35578610,0
2024-01-07 12:00:00,44061.10000000,44480.59000000,43945.15000000,44047.57000000,5972.98911000,2024-01-07 15:59:59.999,264377730.13690270,264807,3055.66178000,135276299.77894700,0
2024-01-07 16:00:00,44047.57000000,44262.53000000,43700.00000000,44244.77000000,3590.89146000,2024-01-07 19:59:59.999,158125762.35711880,185104,1834.90207000,80818219.62925820,0
2024-01-07 20:00:00,44244.77000000,44269.92000000,43572.09000000,43929.02000000,4691.67958000,2024-01-07 23:59:59.999,206150809.06756240,231410,2305.51189000,101315746.27866540,0
2024-01-08 00:00:00,43929.01000000,43986.00000000,43175.00000000,43518.20000000,7371.99098000,2024-01-08 03:59:59.999,321147967.40255880,278129,3489.33673000,152025382.37490910,0
2024-01-08 04:00:00,43518.20000000,44341.80000000,43430.79000000,43974.55000000,7157.43221000,2024-01-08 07:59:59.999,313769741.49041900,289248,3743.34612000,164113568.82240390,0
2024-01-08 08:00:00,43974.55000000,44688.00000000,43641.73000000,44635.99000000,6636.26767000,2024-01-08 11:59:59.999,292836484.50937530,272154,3690.96064000,162951620.89797670,0
2024-01-08 12:00:00,44636.00000000,45333.00000000,44350.00000000,44963.04000000,17212.53878000,2024-01-08 15:59:59.999,773408314.31234980,592257,9193.64176000,413144614.47066300,0
2024-01-08 16:00:00,44963.04000000,47248.99000000,44793.97000000,46979.35000000,24462.97732000,2024-01-08 19:59:59.999,1129425396.30399860,688409,13631.61995000,629282115.94891120,0
2024-01-08 20:00:00,46979.36000000,47207.16000000,46653.84000000,46951.04000000,9973.36893000,2024-01-08 23:59:59.999,468184246.66280590,244267,4979.90010000,233794905.15331950,0
2024-01-09 00:00:00,46951.04000000,47150.00000000,46230.00000000,46926.96000000,10102.12931000,2024-01-09 03:59:59.999,471883111.24575890,330462,4990.45773000,233093927.79349990,0
2024-01-09 04:00:00,46926.96000000,46940.00000000,46599.43000000,46825.51000000,4707.40981000,2024-01-09 07:59:59.999,220181766.26762860,200740,2225.94881000,104110686.24352940,0
2024-01-09 08:00:00,46825.52000000,46874.94000000,46381.10000000,46615.99000000,6018.83491000,2024-01-09 11:59:59.999,280345430.25477020,254090,2946.05059000,137217143.39546540,0
2024-01-09 12:00:00,46616.00000000,47051.21000000,45450.00000000,46868.09000000,15811.82358000,2024-01-09 15:59:59.999,737352850.79581130,646752,8236.74596000,384292750.69847620,0
2024-01-09 16:00:00,46868.08000000,46975.00000000,46500.00000000,46876.01000000,7310.48299000,2024-01-09 19:59:59.999,341656130.55380750,311714,3307.47029000,154593883.40570400,0
2024-01-09 20:00:00,46876.00000000,47972.00000000,44748.67000000,46110.00000000,25976.98557000,2024-01-09 23:59:59.999,1200022783.69061980,893987,13118.78091000,606842834.79959460,0
2024-01-10 00:00:00,46110.00000000,46249.14000000,45622.00000000,46117.10000000,6964.52629000,2024-01-10 03:59:59.999,319977055.83457580,225920,3374.85209000,155095018.05930840,0
2024-01-10 04:00:00,46117.10000000,46186.00000000,45734.56000000,45757.98000000,4441.30134000,2024-01-10 07:59:59.999,204129005.32268100,181245,2152.29147000,98924339.79787130,0
2024-01-10 08:00:00,45757.98000000,45861.10000000,45000.00000000,45515.89000000,8371.11286000,2024-01-10 11:59:59.999,381237575.73571250,327778,4054.97977000,184690008.25207230,0
2024-01-10 12:00:00,45515.88000000,45662.01000000,44300.36000000,45546.40000000,17519.34998000,2024-01-10 15:59:59.999,789410439.66782090,776415,8883.90608000,400411980.14897320,0
2024-01-10 16:00:00,45546.39000000,46666.00000000,45173.97000000,46489.18000000,17808.51212000,2024-01-10 19:59:59.999,820236352.65579940,571964,9843.48636000,453476993.09904710,0
2024-01-10 20:00:00,46489.19000000,47695.93000000,44800.00000000,46653.99000000,34806.60944000,2024-01-10 23:59:59.999,1608819052.49617760,1050266,18601.27862000,860528361.99489190,0
2024-01-11 00:00:00,46654.00000000,46750.00000000,46200.00000000,46502.16000000,7964.91500000,2024-01-11 03:59:59.999,370461309.26855600,306470,4072.82326000,189452097.48799890,0
2024-01-11 04:00:00,46502.17000000,46507.08000000,45618.10000000,46101.40000000,7551.87335000,2024-01-11 07:59:59.999,348167834.27221590,338183,3517.12176000,162091321.27375330,0
2024-01-11 08:00:00,46101.40000000,47150.00000000,46052.00000000,47060.00000000,8538.48554000,2024-01-11 11:59:59.999,397952645.26616130,366320,4778.04899000,222666320.76058700,0
2024-01-11 12:00:00,47059.99000000,48969.48000000,46463.19000000,46783.78000000,36318.80534000,2024-01-11 15:59:59.999,1733428829.81931850,1030386,19142.73946000,914185722.59206720,0
2024-01-11 16:00:00,46783.77000000,47022.07000000,45606.06000000,46692.30000000,19172.26590000,2024-01-11 19:59:59.999,886726189.94142960,618511,9038.06960000,418058600.05692580,0
2024-01-11 20:00:00,46692.29000000,46975.00000000,46084.69000000,46339.16000000,7923.98447000,2024-01-11 23:59:59.999,368402796.46062070,338581,3527.36523000,164013877.48866030,0
2024-01-12 00:00:00,46339.16000000,46515.53000000,45898.00000000,45994.00000000,5377.44001000,2024-01-12 03:59:59.999,248268472.56451270,254664,2562.01853000,118301682.81775600,0
2024-01-12 04:00:00,45994.01000000,46366.00000000,45742.49000000,46008.19000000,5766.26871000,2024-01-12 07:59:59.999,265453009.29745170,243968,2939.30129000,135341417.86661830,0
2024-01-12 08:00:00,46008.19000000,46267.00000000,45537.37000000,45954.35000000,7038.70566000,2024-01-12 11:59:59.999,323262832.20101510,329175,3597.27016000,165215881.32822600,0
2024-01-12 12:00:00,45954.35000000,46109.00000000,44333.44000000,44462.01000000,19196.21655000,2024-01-12 15:59:59.999,868350862.18946870,663068,9267.70742000,419323656.60070410,0
2024-01-12 16:00:00,44462.00000000,44675.88000000,43212.00000000,43472.55000000,26388.04032000,2024-01-12 19:59:59.999,1154636271.42647980,753664,12635.58164000,553008632.35026940,0
2024-01-12 20:00:00,43472.56000000,43981.10000000,41500.00000000,42782.73000000,22561.26582000,2024-01-12 23:59:59.999,967512287.89712890,564653,10705.70162000,459649608.01425600,0
2024-01-13 00:00:00,42782.74000000,42997.29000000,42436.12000000,42609.94000000,9945.53429000,2024-01-13 03:59:59.999,424718360.76519470,283887,4661.66176000,199139468.31850770,0
2024-01-13 04:00:00,42609.94000000,43254.03000000,42555.84000000,43102.97000000,6237.82222000,2024-01-13 07:59:59.999,268135835.32530240,237656,3267.31786000,140425958.76529020,0
2024-01-13 08:00:00,43102.97000000,43254.96000000,42509.11000000,42624.00000000,6962.30044000,2024-01-13 11:59:59.999,298353967.30504840,261431,3230.02377000,138399965.42426160,0
2024-01-13 12:00:00,42624.01000000,43257.00000000,42505.00000000,43154.48000000,6063.35625000,2024-01-13 15:59:59.999,259713538.25878140,294696,3208.06515000,137424231.06185720,0
2024-01-13 16:00:00,43154.48000000,43185.00000000,42724.39000000,42786.25000000,4181.84325000,2024-01-13 19:59:59.999,179476351.94937620,203711,1965.77139000,84351931.41256460,0
2024-01-13 20:00:00,42786.25000000,43040.01000000,42699.52000000,42847.99000000,2727.61819000,2024-01-13 23:59:59.999,116972557.94946310,152862,1415.25831000,60690663.26297380,0
2024-01-14 00:00:00,42847.99000000,42890.23000000,42643.98000000,42681.82000000,2769.17313000,2024-01-14 03:59:59.999,118375249.90784930,135489,1420.71107000,60732756.41124050,0
2024-01-14 04:00:00,42681.82000000,43060.00000000,42562.56000000,43011.44000000,3036.75324000,2024-01-14 07:59:59.999,130051165.78846140,134251,1641.28688000,70295494.84071090,0
2024-01-14 08:00:00,43011.44000000,43079.00000000,42759.34000000,42829.99000000,2885.27669000,2024-01-14 11:59:59.999,123816303.05235630,148177,1295.97213000,55621581.02479770,0
2024-01-14 12:00:00,42829.99000000,43005.25000000,42710.00000000,42904.38000000,3635.86614000,2024-01-14 15:59:59.999,155771782.46315790,178408,1917.97740000,82174152.83951170,0
2024-01-14 16:00:00,42904.39000000,43010.84000000,42632.59000000,42660.00000000,4024.36820000,2024-01-14 19:59:59.999,172531341.09793110,225801,1954.76744000,83809928.00801410,0
2024-01-14 20:00:00,42660.00000000,42745.98000000,41720.00000000,41732.35000000,11876.97154000,2024-01-14 23:59:59.999,501666939.94793700,413601,5459.59351000,230627746.61430120,0
2024-01-15 00:00:00,41732.35000000,42640.00000000,41718.05000000,42565.99000000,5828.29771000,2024-01-15 03:59:59.999,246286468.02867750,199931,3306.13724000,139694358.79088510,0
2024-01-15 04:00:00,42565.99000000,42824.68000000,42499.01000000,42714.78000000,4383.51739000,2024-01-15 07:59:59.999,186966410.96613380,176349,2167.08082000,92438995.97587880,0
2024-01-15 08:00:00,42714.78000000,42775.00000000,42540.00000000,42697.99000000,3812.52325000,2024-01-15 11:59:59.999,162643280.50548050,176992,1850.68598000,78955410.26338460,0
2024-01-15 12:00:00,42698.00000000,42958.03000000,42163.32000000,42278.99000000,8595.73488000,2024-01-15 15:59:59.999,365344802.55524130,376007,4317.08191000,183485689.36821110,0
2024-01-15 16:00:00,42278.99000000,43400.43000000,42249.00000000,42992.67000000,12331.30651000,2024-01-15 19:59:59.999,530571655.62214910,504846,5742.68889000,246876507.02166060,0
2024-01-15 20:00:00,42992.67000000,43114.45000000,42342.18000000,42511.10000000,5318.51329000,2024-01-15 23:59:59.999,227170293.43042050,223486,2541.08546000,108546449.66756270,0
2024-01-16 00:00:00,42511.10000000,42939.50000000,42466.88000000,42924.56000000,4025.27939000,2024-01-16 03:59:59.999,171802732.76518250,199910,2294.38386000,97929173.95901490,0
2024-01-16 04:00:00,42924.57000000,42946.05000000,42606.92000000,42791.13000000,3648.24949000,2024-01-16 07:59:59.999,156073869.86907790,164607,1829.74258000,78271499.86441070,0
2024-01-16 08:00:00,42791.14000000,43153.66000000,42720.06000000,42900.54000000,4849.24572000,2024-01-16 11:59:59.999,208167442.48782930,214377,2518.05430000,108094473.79313350,0
2024-01-16 12:00:00,42900.55000000,43314.73000000,42050.00000000,43252.67000000,17967.98589000,2024-01-16 15:59:59.999,766956364.04217890,549260,10147.04961000,432828014.76739950,0
2024-01-16 16:00:00,43252.45000000,43434.00000000,42834.29000000,43166.11000000,7723.95687000,2024-01-16 19:59:59.999,333173416.63789770,330107,3853.24703000,166221866.98102170,0
2024-01-16 20:00:00,43166.10000000,43578.01000000,43060.69000000,43137.95000000,6831.02853000,2024-01-16 23:59:59.999,295773324.25690390,258319,3422.07929000,148180412.57022820,0
2024-01-17 00:00:00,43137.94000000,43198.00000000,42844.98000000,42849.00000000,3711.95254000,2024-01-17 03:59:59.999,159745318.64687030,137129,1648.75330000,70968644.23566600,0
2024-01-17 04:00:00,42849.00000000,42925.49000000,42619.60000000,42655.94000000,3612.23610000,2024-01-17 07:59:59.999,154624492.37501210,139152,1791.15893000,76678032.13865430,0
2024-01-17 08:00:00,42655.95000000,42850.55000000,42564.00000000,42680.16000000,4412.74724000,2024-01-17 11:59:59.999,188575965.72102890,195125,2141.94739000,91529328.84419960,0
2024-01-17 12:00:00,42680.16000000,42926.02000000,42365.58000000,42482.79000000,9542.90182000,2024-01-17 15:59:59.999,406703190.09718170,394911,4830.40420000,205876399.63086220,0
2024-01-17 16:00:00,42482.80000000,42745.99000000,42200.69000000,42611.11000000,6233.49263000,2024-01-17 19:59:59.999,264581614.39950050,263131,3202.20178000,135933201.59672790,0
2024-01-17 20:00:00,42611.10000000,42876.48000000,42450.00000000,42776.10000000,5752.88355000,2024-01-17 23:59:59.999,245657849.68329570,308724,3033.73969000,129547161.60146790,0
2024-01-18 00:00:00,42776.09000000,42784.40000000,42502.19000000,42592.05000000,2777.25237000,2024-01-18 03:59:59.999,118442495.71569310,122651,1184.11565000,50494479.09681730,0
2024-01-18 04:00:00,42592.04000000,42922.00000000,42589.00000000,42915.33000000,3393.11338000,2024-01-18 07:59:59.999,145186568.84073220,142502,1687.25854000,72191015.82967270,0
2024-01-18 08:00:00,42915.32000000,42930.00000000,42387.68000000,42544.59000000,4867.13625000,2024-01-18 11:59:59.999,207507411.30874890,206353,2253.46786000,96059997.78486160,0
2024-01-18 12:00:00,42544.60000000,42810.00000000,42353.80000000,42619.32000000,5286.53164000,2024-01-18 15:59:59.999,224957043.73365110,233952,2729.31231000,116148013.90331940,0
2024-01-18 16:00:00,42619.31000000,42619.32000000,40831.99000000,41022.32000000,17408.65530000,2024-01-18 19:59:59.999,725467003.70846090,490040,7881.27756000,328626210.08325900,0
2024-01-18 20:00:00,41022.33000000,41366.99000000,40683.28000000,41327.50000000,10174.82747000,2024-01-18 23:59:59.999,417866017.95629280,270589,5349.71144000,219772917.50843370,0
2024-01-19 00:00:00,41327.51000000,41370.99000000,40752.26000000,41055.87000000,5747.52107000,2024-01-19 03:59:59.999,236347415.47676790,191938,2749.55285000,113084035.92809220,0
2024-01-19 04:00:00,41055.88000000,41576.00000000,41038.81000000,41284.25000000,5252.30425000,2024-01-19 07:59:59.999,217003595.57251340,162449,2985.62821000,123354521.36546920,0
2024-01-19 08:00:00,41284.26000000,41509.69000000,41143.33000000,41475.37000000,4432.77110000,2024-01-19 11:59:59.999,183338898.02661990,173855,2264.94959000,93674753.40970490,0
2024-01-19 12:00:00,41475.37000000,41488.20000000,40718.00000000,40894.71000000,9260.88788000,2024-01-19 15:59:59.999,380526557.32014190,306311,4386.95379000,180223990.65127860,0
2024-01-19 16:00:00,40894.71000000,41979.00000000,40280.00000000,41814.27000000,16100.60089000,2024-01-19 19:59:59.999,661205657.18698610,542133,8167.90569000,335642834.25930480,0
2024-01-19 20:00:00,41814.27000000,42196.86000000,41517.60000000,41659.03000000,7548.66040000,2024-01-19 23:59:59.999,315424342.95572270,264742,3792.51007000,158498585.76535580,0
2024-01-20 00:00:00,41659.03000000,41700.00000000,41456.30000000,41634.65000000,2986.21230000,2024-01-20 03:59:59.999,124171936.82073190,155607,1529.34277000,63592017.76931960,0
2024-01-20 04:00:00,41634.64000000,41774.00000000,41564.81000000,41650.95000000,2111.60902000,2024-01-20 07:59:59.999,87956944.73899120,109519,1003.64071000,41805055.84155320,0
2024-01-20 08:00:00,41650.95000000,41668.66000000,41459.02000000,41580.83000000,3106.35262000,2024-01-20 11:59:59.999,129101024.14722490,147167,1357.63714000,56423104.80178650,0
2024-01-20 12:00:00,41580.82000000,41700.00000000,41478.00000000,41570.11000000,2908.64220000,2024-01-20 15:59:59.999,120979725.89074960,151278,1385.89574000,57640108.50944110,0
2024-01-20 16:00:00,41570.10000000,41684.94000000,41526.36000000,41632.96000000,2143.21383000,2024-01-20 19:59:59.999,89153760.41602460,117199,1042.60688000,43368420.04371150,0
2024-01-20 20:00:00,41632.97000000,41872.56000000,41610.54000000,41696.04000000,2667.96496000,2024-01-20 23:59:59.999,111404616.13721210,126554,1238.24308000,51706435.02975170,0
2024-01-21 00:00:00,41696.05000000,41730.00000000,41629.87000000,41680.82000000,1600.89363000,2024-01-21 03:59:59.999,66732001.73420510,106384,742.21214000,30938381.31020560,0
2024-01-21 04:00:00,41680.83000000,41691.11000000,41564.29000000,41648.51000000,1198.63686000,2024-01-21 07:59:59.999,49910009.42244160,80346,539.06143000,22444890.98074990,0
2024-01-21 08:00:00,41648.50000000,41826.97000000,41648.50000000,41719.89000000,1972.92769000,2024-01-21 11:59:59.999,82346340.57410080,108648,983.61149000,41052394.64625370,0
2024-01-21 12:00:00,41719.90000000,41881.39000000,41605.00000000,41656.28000000,2810.15162000,2024-01-21 15:59:59.999,117382472.20396560,144647,1422.11874000,59403028.44492460,0
2024-01-21 16:00:00,41656.27000000,41729.77000000,41525.00000000,41719.40000000,2101.04396000,2024-01-21 19:59:59.999,87510002.89039020,107053,1018.60800000,42424973.79902110,0
2024-01-21 20:00:00,41719.39000000,41811.10000000,41500.98000000,41580.33000000,2046.50925000,2024-01-21 23:59:59.999,85270744.20580100,110739,870.94865000,36288537.97957800,0
2024-01-22 00:00:00,41580.32000000,41689.65000000,41058.22000000,41197.04000000,5194.67726000,2024-01-22 03:59:59.999,214892897.46901300,208154,2471.54400000,102252895.68223770,0
2024-01-22 04:00:00,41197.04000000,41321.17000000,40684.00000000,41043.70000000,6720.50069000,2024-01-22 07:59:59.999,275778665.92740610,297580,3325.07143000,136438743.74025190,0
2024-01-22 08:00:00,41043.70000000,41047.51000000,40364.63000000,40815.99000000,8780.28420000,2024-01-22 11:59:59.999,357939956.06890830,404950,4359.72585000,177739721.92918010,0
2024-01-22 12:00:00,40815.92000000,41244.06000000,40350.00000000,40771.99000000,9333.27767000,2024-01-22 15:59:59.999,380342648.92404490,458228,4610.59684000,187903778.22919550,0
2024-01-22 16:00:00,40772.00000000,40874.99000000,39431.58000000,39820.31000000,15416.76046000,2024-01-22 19:59:59.999,619689675.55407570,506452,7021.61255000,282477533.32658800,0
2024-01-22 20:00:00,39820.31000000,40343.18000000,39480.00000000,39568.02000000,9980.69883000,2024-01-22 23:59:59.999,398808309.85198470,271886,4999.58918000,199838175.15959930,0
2024-01-23 00:00:00,39568.02000000,40118.87000000,39511.10000000,40000.44000000,4446.81496000,2024-01-23 03:59:59.999,177273747.28156350,142541,2409.46471000,96060465.03738720,0
2024-01-23 04:00:00,40000.43000000,40176.74000000,39665.02000000,39780.00000000,3852.36638000,2024-01-23 07:59:59.999,153972297.64128820,140936,1935.10822000,77354685.69080730,0
2024-01-23 08:00:00,39780.01000000,39860.00000000,38657.00000000,38845.56000000,16327.77748000,2024-01-23 11:59:59.999,638821872.57686210,503786,7920.60725000,310026288.48417200,0
2024-01-23 12:00:00,38845.56000000,39460.00000000,38555.00000000,39204.00000000,14222.94133000,2024-01-23 15:59:59.999,553991860.30953760,624000,7969.11278000,310623630.61197280,0
2024-01-23 16:00:00,39204.00000000,39654.34000000,38925.20000000,39148.07000000,11699.79651000,2024-01-23 19:59:59.999,459658034.37407040,395847,6551.47392000,257426577.27392370,0
2024-01-23 20:00:00,39148.07000000,39907.23000000,39032.02000000,39897.60000000,7406.93685000,2024-01-23 23:59:59.999,292134178.46350510,236815,4128.20489000,162925596.59814880,0
2024-01-24 00:00:00,39897.59000000,40250.00000000,39570.43000000,39614.00000000,7508.24416000,2024-01-24 03:59:59.999,299548225.50209120,236715,3857.30505000,153918916.26938370,0
2024-01-24 04:00:00,39614.00000000,40191.97000000,39557.01000000,39981.09000000,6508.92980000,2024-01-24 07:59:59.999,259286873.07421680,231367,3933.24716000,156685864.23796760,0
2024-01-24 08:00:00,39981.09000000,40555.00000000,39859.51000000,40209.34000000,6433.12337000,2024-01-24 11:59:59.999,258269647.66814280,303054,3309.47742000,132894675.96807940,0
2024-01-24 12:00:00,40209.34000000,40298.86000000,39766.00000000,40050.71000000,8120.72045000,2024-01-24 15:59:59.999,325011050.77884180,426643,4105.89099000,164325551.51443620,0
2024-01-24 16:00:00,40050.72000000,40207.00000000,39615.76000000,39803.05000000,5715.16915000,2024-01-24 19:59:59.999,228224547.60128110,241366,2871.39584000,114691024.22945300,0
2024-01-24 20:00:00,39803.04000000,40175.11000000,39484.19000000,40084.88000000,5007.64168000,2024-01-24 23:59:59.999,199364579.20617550,236470,2595.74079000,103370977.25510270,0
2024-01-25 00:00:00,40084.89000000,40178.84000000,39914.00000000,40012.01000000,3484.65910000,2024-01-25 03:59:59.999,139543954.01915350,134917,1681.38280000,67336733.14221140,0
2024-01-25 04:00:00,40012.01000000,40135.37000000,39792.01000000,40130.00000000,3648.17041000,2024-01-25 07:59:59.999,145761159.15426640,161793,1683.59931000,67281630.02447750,0
2024-01-25 08:00:00,40130.00000000,40300.24000000,39957.44000000,40178.07000000,4623.83661000,2024-01-25 11:59:59.999,185492161.11870960,183793,2328.99682000,93458952.24742920,0
2024-01-25 12:00:00,40178.07000000,40283.82000000,39623.40000000,39804.24000000,8152.98130000,2024-01-25 15:59:59.999,325391171.04151530,346191,4056.02501000,161876351.86984530,0
2024-01-25 16:00:00,39804.23000000,40044.91000000,39550.00000000,39989.25000000,7402.16761000,2024-01-25 19:59:59.999,294671479.36223080,300017,3960.21564000,157668130.25169200,0
2024-01-25 20:00:00,39989.25000000,39995.99000000,39637.99000000,39961.09000000,3710.30350000,2024-01-25 23:59:59.999,147953371.45673810,164522,1975.02961000,78747442.83774100,0
2024-01-26 00:00:00,39961.09000000,40245.00000000,39822.52000000,40067.52000000,3180.57719000,2024-01-26 03:59:59.999,127384406.46384180,128660,1795.35112000,71920399.14777930,0
2024-01-26 04:00:00,40067.52000000,40220.00000000,39896.84000000,39969.99000000,3394.99518000,2024-01-26 07:59:59.999,135935185.39380400,126414,1524.89429000,61068053.97008540,0
