timestamp,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base_vol,taker_buy_quote_vol,ignore
2022-06-09,30204.77000000,30700.00000000,29944.10000000,30109.93000000,46291.18650000,2022-06-09 23:59:59.999,1399839073.77450800,841562,23082.29251000,697948605.98846330,0
2022-06-10,30109.93000000,30382.80000000,28850.00000000,29091.88000000,76204.24980000,2022-06-10 23:59:59.999,2255866294.49488670,1258608,35502.20972000,1050877735.84477560,0
2022-06-11,29091.87000000,29440.41000000,28099.99000000,28424.70000000,65901.39895000,2022-06-11 23:59:59.999,1892007188.07560010,1084163,31848.33080000,914365117.83400940,0
2022-06-12,28424.71000000,28544.96000000,26560.00000000,26574.53000000,92474.59880900,2022-06-12 23:59:59.999,2551767136.32958524,1451271,43538.78641000,1201389150.89004560,0
2022-06-13,26574.53000000,26895.84000000,21925.77000000,22487.41000000,254611.03496600,2022-06-13 23:59:59.999,6192246037.40487339,3261484,121398.55613300,2953984191.51803855,0
2022-06-14,22485.27000000,23362.88000000,20846.00000000,22136.41000000,187201.64671000,2022-06-14 23:59:59.999,4136108699.02542765,2583151,92764.74286400,2051107738.63037860,0
2022-06-15,22136.42000000,22800.00000000,20111.62000000,22583.72000000,200774.49346700,2022-06-15 23:59:59.999,4249276481.25669716,2847831,98340.10221700,2083014439.19529060,0
2022-06-16,22583.72000000,22995.73000000,20232.00000000,20401.31000000,99673.59429000,2022-06-16 23:59:59.999,2130037160.06261080,1690477,48048.86237000,1027305936.81915560,0
2022-06-17,20400.60000000,21365.43000000,20246.66000000,20468.81000000,86694.33663000,2022-06-17 23:59:59.999,1796575392.55072060,1352992,43066.94445000,892584106.65741690,0
2022-06-18,20468.81000000,20792.06000000,17622.00000000,18970.79000000,196441.65552400,2022-06-18 23:59:59.999,3726639821.69615086,2467372,96560.04464900,1833514054.88934140,0
2022-06-19,18970.79000000,20815.95000000,17960.41000000,20574.00000000,128320.87595000,2022-06-19 23:59:59.999,2487561781.53598690,1950660,65871.82216000,1277952917.40811940,0
2022-06-20,20574.00000000,21090.00000000,19637.03000000,20573.89000000,109028.94154000,2022-06-20 23:59:59.999,2220396381.74265240,1639448,54047.82476000,1100883996.50035330,0
2022-06-21,20573.90000000,21723.00000000,20348.40000000,20723.52000000,104371.07490000,2022-06-21 23:59:59.999,2198596137.34328390,1515321,52193.33566000,1099446297.12286310,0
2022-06-22,20723.51000000,20900.00000000,19770.51000000,19987.99000000,92133.97938000,2022-06-22 23:59:59.999,1872204589.23758170,1394981,44907.30453000,912710764.73022530,0
2022-06-23,19988.00000000,21233.00000000,19890.07000000,21110.13000000,83127.08716000,2022-06-23 23:59:59.999,1710694866.45724490,1207858,42716.83721000,879244263.28301580,0
2022-06-24,21110.12000000,21558.41000000,20736.72000000,21237.69000000,77430.36622000,2022-06-24 23:59:59.999,1635129191.17025090,1309709,38582.36962000,815027131.32055680,0
2022-06-25,21237.68000000,21614.50000000,20906.62000000,21491.19000000,51431.67794000,2022-06-25 23:59:59.999,1093873137.97475200,874540,25240.18142000,536863288.46274870,0
2022-06-26,21491.18000000,21888.00000000,20964.73000000,21038.07000000,53278.10464000,2022-06-26 23:59:59.999,1139258367.16291490,885306,26051.16372000,557192553.72203980,0
2022-06-27,21038.08000000,21539.85000000,20510.00000000,20742.56000000,64475.00130000,2022-06-27 23:59:59.999,1354369225.84046490,1002214,31992.46040000,672191483.81067960,0
2022-06-28,20742.57000000,21212.10000000,20202.01000000,20281.29000000,63801.08320000,2022-06-28 23:59:59.999,1321862977.93154860,1064497,30490.78532000,631852171.75962620,0
2022-06-29,20281.28000000,20432.31000000,19854.92000000,20123.01000000,77309.04379000,2022-06-29 23:59:59.999,1556549790.00892410,1210636,37814.12159000,761473366.39085880,0
2022-06-30,20123.00000000,20179.08000000,18626.00000000,19942.21000000,93846.64806000,2022-06-30 23:59:59.999,1808994369.03144390,1438163,45447.98482000,876020577.34959570,0
2022-07-01,19942.21000000,20918.35000000,18975.00000000,19279.80000000,111844.59494000,2022-07-01 23:59:59.999,2197016369.96952880,1668363,56417.61783000,1108492421.95652620,0
2022-07-02,19279.80000000,19467.39000000,18977.01000000,19252.81000000,46180.30210000,2022-07-02 23:59:59.999,888415536.87306640,833508,23693.90779000,455851305.37637550,0
2022-07-03,19252.82000000,19647.63000000,18781.00000000,19315.83000000,51087.46631000,2022-07-03 23:59:59.999,980255891.39525530,880786,25361.96292000,486752875.43699910,0
2022-07-04,19315.83000000,20354.01000000,19055.31000000,20236.71000000,74814.04601000,2022-07-04 23:59:59.999,1470987695.52158190,1282843,38543.72441000,758241531.98802060,0
2022-07-05,20236.71000000,20750.00000000,19304.40000000,20175.83000000,96041.13756000,2022-07-05 23:59:59.999,1919950110.16743050,1612273,48358.47507000,967109793.38447560,0
2022-07-06,20175.84000000,20675.22000000,19761.25000000,20564.51000000,82439.58080000,2022-07-06 23:59:59.999,1665481948.00963180,1472221,41580.73433000,840150579.64268600,0
2022-07-07,20564.51000000,21838.10000000,20251.68000000,21624.98000000,85014.58261000,2022-07-07 23:59:59.999,1783224085.72367990,1653722,42731.53720000,896703207.21045650,0
2022-07-08,21624.99000000,22527.37000000,21189.26000000,21594.75000000,403081.57349000,2022-07-08 23:59:59.999,8781330156.61243140,4358216,201798.10144000,4396546053.03190870,0
2022-07-09,21594.75000000,21980.00000000,21322.12000000,21591.83000000,178417.84468000,2022-07-09 23:59:59.999,3857190523.49427170,3524386,89418.01811000,1933132016.30472580,0
2022-07-10,21592.15000000,21607.65000000,20655.00000000,20862.47000000,192188.21556000,2022-07-10 23:59:59.999,4062794310.27203430,3434401,95376.75351000,2016291891.37436950,0
2022-07-11,20861.11000000,20868.48000000,19875.23000000,19963.61000000,137535.40724000,2022-07-11 23:59:59.999,2813718031.10934280,3232941,66869.47065000,1368289522.98482320,0
2022-07-12,19963.61000000,20059.42000000,19240.00000000,19328.75000000,139506.45862000,2022-07-12 23:59:59.999,2754215439.33247770,3626399,67681.11612000,1336338002.70049880,0
2022-07-13,19331.28000000,20366.61000000,18910.94000000,20234.87000000,209250.24888000,2022-07-13 23:59:59.999,4096306063.80193500,4789109,103667.13511000,2029863027.17871820,0
2022-07-14,20234.87000000,20900.00000000,19616.07000000,20588.84000000,174809.21696000,2022-07-14 23:59:59.999,3526210098.28504420,4576355,87993.05801000,1775442258.40924360,0
2022-07-15,20588.84000000,21200.00000000,20382.29000000,20830.04000000,143343.30490000,2022-07-15 23:59:59.999,2984339734.35327030,4411375,71354.94910000,1485929119.42764470,0
2022-07-16,20830.04000000,21588.94000000,20478.61000000,21195.60000000,121011.67393000,2022-07-16 23:59:59.999,2539616922.79860840,3723401,61225.46264000,1285100231.95578820,0
2022-07-17,21195.60000000,21684.54000000,20750.01000000,20798.16000000,118229.45250000,2022-07-17 23:59:59.999,2511251392.57652560,4261057,59550.95291000,1265042502.46182760,0
2022-07-18,20799.58000000,22777.63000000,20762.45000000,22432.58000000,239942.73132000,2022-07-18 23:59:59.999,5263396811.53925570,6564387,122398.31862000,2685273104.29557660,0
2022-07-19,22432.58000000,23800.00000000,21579.54000000,23396.62000000,263770.76574000,2022-07-19 23:59:59.999,5954419902.22192750,6488375,132874.43405000,2999605957.30395060,0
2022-07-20,23398.48000000,24276.74000000,22906.19000000,23223.30000000,238762.17094000,2022-07-20 23:59:59.999,5631801151.22037560,6364038,119820.55352000,2826789486.16930980,0
2022-07-21,23223.30000000,23442.77000000,22341.46000000,23152.19000000,184817.68191000,2022-07-21 23:59:59.999,4232411759.39502510,4808194,92958.79400000,2128895623.65998300,0
2022-07-22,23152.19000000,23756.49000000,22500.00000000,22684.83000000,171598.43966000,2022-07-22 23:59:59.999,3981394766.22805780,4745582,85026.96828000,1973166657.88355060,0
2022-07-23,22684.83000000,23000.77000000,21934.57000000,22451.07000000,122137.77375000,2022-07-23 23:59:59.999,2745262660.67778180,3762227,61569.86415000,1383868861.28454700,0
2022-07-24,22448.58000000,23014.64000000,22257.15000000,22579.68000000,115189.67277000,2022-07-24 23:59:59.999,2610817967.16393870,3671238,58086.99433000,1316724597.44331480,0
2022-07-25,22577.13000000,22666.00000000,21250.00000000,21310.90000000,180344.76643000,2022-07-25 23:59:59.999,3954002948.54725850,4807238,88021.94560000,1930051719.27319220,0
2022-07-26,21310.90000000,21347.82000000,20706.50000000,21254.67000000,177817.24326000,2022-07-26 23:59:59.999,3738774849.35771120,4545385,87353.46040000,1836821500.49330420,0
2022-07-27,21254.67000000,23112.63000000,21042.53000000,22952.45000000,210971.19796000,2022-07-27 23:59:59.999,4614909656.69578570,5475738,106519.12743000,2330764840.64686740,0
2022-07-28,22954.31000000,24199.72000000,22582.13000000,23842.93000000,236029.07410000,2022-07-28 23:59:59.999,5511388547.61538860,6500034,118170.70945000,2759524239.02454490,0
2022-07-29,23845.25000000,24442.66000000,23414.03000000,23773.75000000,198298.50623000,2022-07-29 23:59:59.999,4733780641.30503660,6221401,100165.60850000,2391310897.48786300,0
2022-07-30,23777.28000000,24668.00000000,23502.25000000,23643.51000000,151060.13211000,2022-07-30 23:59:59.999,3634601094.96542000,4801528,75778.59282000,1823456271.87596880,0
2022-07-31,23644.64000000,24194.82000000,23227.31000000,23293.32000000,127743.32483000,2022-07-31 23:59:59.999,3028386330.64483140,4463721,63737.43859000,1511326027.22340350,0
2022-08-01,23296.36000000,23509.68000000,22850.00000000,23268.01000000,144210.16219000,2022-08-01 23:59:59.999,3346371889.65212190,4775213,71458.39583000,1658446268.22539660,0
2022-08-02,23266.90000000,23459.89000000,22654.37000000,22987.79000000,158073.28225000,2022-08-02 23:59:59.999,3631020649.22637960,5066511,78122.08501000,1794828205.62390380,0
2022-08-03,22985.93000000,23647.68000000,22681.22000000,22818.37000000,145948.80995000,2022-08-03 23:59:59.999,3385430753.80501820,4887642,72355.55623000,1678928892.75384440,0
2022-08-04,22816.91000000,23223.32000000,22400.00000000,22622.98000000,154854.67016000,2022-08-04 23:59:59.999,3537434334.43464900,4966138,76123.82073000,1739248152.86794670,0
2022-08-05,22622.41000000,23472.86000000,22586.95000000,23312.42000000,175251.69749000,2022-08-05 23:59:59.999,4046435951.35450910,5340569,88240.55478000,2037539950.68206370,0
2022-08-06,23313.56000000,23354.36000000,22909.52000000,22954.21000000,83911.80307000,2022-08-06 23:59:59.999,1944693656.70656820,3360228,41438.97610000,960462308.05303330,0
2022-08-07,22954.21000000,23402.00000000,22844.62000000,23174.39000000,88890.00877000,2022-08-07 23:59:59.999,2051763044.55236900,3646643,44744.90366000,1032885708.17538220,0
2022-08-08,23174.39000000,24245.00000000,23154.25000000,23810.00000000,170958.44152000,2022-08-08 23:59:59.999,4078052110.54312780,5892045,85942.29725000,2050118384.21205000,0
2022-08-09,23810.98000000,23933.25000000,22865.00000000,23149.95000000,143182.50858000,2022-08-09 23:59:59.999,3347110918.90721070,5105613,70598.77953000,1650310502.56936480,0
2022-08-10,23151.32000000,24226.00000000,22664.69000000,23954.05000000,208916.54953000,2022-08-10 23:59:59.999,4918825599.48963140,6818207,105046.91327000,2473680340.32380710,0
2022-08-11,23954.05000000,24918.54000000,23852.13000000,23934.39000000,249759.79557000,2022-08-11 23:59:59.999,6097813762.89593510,8269994,125001.90721000,3051727583.87702530,0
2022-08-12,23933.09000000,24456.50000000,23583.00000000,24403.68000000,174207.57040000,2022-08-12 23:59:59.999,4175834601.86054650,6134163,87283.32270000,2092464530.22717570,0
2022-08-13,24401.70000000,24888.00000000,24291.22000000,24441.38000000,152852.25435000,2022-08-13 23:59:59.999,3751417148.25210710,5617859,76352.50400000,1873989924.20224430,0
2022-08-14,24443.06000000,25047.56000000,24144.00000000,24305.24000000,151206.14473000,2022-08-14 23:59:59.999,3708565144.89800910,5473905,75296.97372000,1847145729.87895230,0
2022-08-15,24305.25000000,25211.32000000,23773.22000000,24094.82000000,242539.54758000,2022-08-15 23:59:59.999,5894066098.52328490,7488466,120284.46467000,2923411975.70847560,0
2022-08-16,24093.04000000,24247.49000000,23671.22000000,23854.74000000,179324.94821000,2022-08-16 23:59:59.999,4294907691.65094940,5978567,89812.55435000,2151240576.22617750,0
2022-08-17,23856.15000000,24446.71000000,23180.40000000,23342.66000000,210668.68766000,2022-08-17 23:59:59.999,4993659434.23688790,6901586,105158.87989000,2493209361.50222910,0
2022-08-18,23342.66000000,23600.00000000,23111.04000000,23191.20000000,144185.97011000,2022-08-18 23:59:59.999,3375338942.26178760,6029662,71864.05086000,1682458592.20756110,0
2022-08-19,23191.45000000,23208.67000000,20783.57000000,20834.39000000,283995.87747000,2022-08-19 23:59:59.999,6181759252.73026400,8860928,139601.81043000,3038568050.67525560,0
2022-08-20,20834.39000000,21382.85000000,20761.90000000,21140.07000000,183041.68363000,2022-08-20 23:59:59.999,3871242921.22468030,5723362,91862.59461000,1943014391.24625290,0
2022-08-21,21140.07000000,21800.00000000,21069.11000000,21515.61000000,159200.68410000,2022-08-21 23:59:59.999,3405034922.80707770,5034461,80239.24190000,1716250543.03585790,0
2022-08-22,21516.70000000,21548.71000000,20890.18000000,21399.83000000,222222.04526000,2022-08-22 23:59:59.999,4721412016.90341200,6443370,110925.72751000,2356921868.62394290,0
2022-08-23,21400.75000000,21684.87000000,20890.14000000,21529.12000000,200967.77164000,2022-08-23 23:59:59.999,4299812533.94470860,6333442,101222.30098000,2165911837.12369030,0
2022-08-24,21529.11000000,21900.00000000,21145.00000000,21368.08000000,174383.22046000,2022-08-24 23:59:59.999,3744196823.56485420,5561412,86499.84759000,1857345193.80695830,0
2022-08-25,21368.05000000,21819.88000000,21310.15000000,21559.04000000,169915.78301000,2022-08-25 23:59:59.999,3672148286.60137350,5618785,84555.07067000,1827390010.17450160,0
2022-08-26,21559.04000000,21886.77000000,20107.90000000,20241.05000000,273811.61955000,2022-08-26 23:59:59.999,5785149465.09769000,7587244,135780.72507000,2869440464.99169830,0
2022-08-27,20239.14000000,20402.93000000,19800.00000000,20037.60000000,162582.46032000,2022-08-27 23:59:59.999,3269764074.35643950,5263328,80922.99413000,1627546028.52465560,0
2022-08-28,20037.60000000,20171.18000000,19520.00000000,19555.61000000,139307.95976000,2022-08-28 23:59:59.999,2781133881.05184590,4678693,69363.50720000,1384969093.77023480,0
2022-08-29,19555.61000000,20433.62000000,19550.79000000,20285.73000000,210509.49545000,2022-08-29 23:59:59.999,4211334408.98659350,5840323,105809.86253000,2116902111.20904020,0
2022-08-30,20287.20000000,20576.25000000,19540.00000000,19811.66000000,256634.35529000,2022-08-30 23:59:59.999,5157974826.60932270,6593178,126919.07924000,2551087936.85860070,0
2022-08-31,19813.03000000,20490.00000000,19797.94000000,20050.02000000,276946.60765000,2022-08-31 23:59:59.999,5595829094.39104140,6389133,140474.46035000,2838456435.81510940,0
2022-09-01,20048.44000000,20208.37000000,19565.66000000,20131.46000000,245289.97263000,2022-09-01 23:59:59.999,4893158531.78124140,5937975,121158.48629000,2417157339.99021990,0
2022-09-02,20132.64000000,20441.26000000,19755.29000000,19951.86000000,245986.60330000,2022-09-02 23:59:59.999,4946889819.51483640,5740705,122616.90745000,2466027768.59865370,0
2022-09-03,19950.98000000,20055.93000000,19652.72000000,19831.90000000,146639.03204000,2022-09-03 23:59:59.999,2908816275.01028630,3739909,72556.83777000,1439326777.58573770,0
2022-09-04,19832.45000000,20029.23000000,19583.10000000,20000.30000000,145588.77893000,2022-09-04 23:59:59.999,2883227667.19619230,3838915,72789.26129000,1441735599.54761430,0
2022-09-05,20000.30000000,20057.27000000,19633.83000000,19796.84000000,222543.01057000,2022-09-05 23:59:59.999,4404971191.90702630,4657233,110786.05423000,2193009371.51916640,0
2022-09-06,19795.34000000,20180.00000000,18649.51000000,18790.61000000,356315.05718000,2022-09-06 23:59:59.999,6976809188.41019000,7124384,175781.84468000,3443135959.01885670,0
2022-09-07,18790.61000000,19464.06000000,18510.77000000,19292.84000000,287394.77880000,2022-09-07 23:59:59.999,5436827909.20131120,5597127,142700.96438000,2700094090.53922500,0
2022-09-08,19292.85000000,19458.25000000,19012.00000000,19319.77000000,262813.28273000,2022-09-08 23:59:59.999,5057217166.67508190,6013826,131429.45873000,2529247772.34382910,0
2022-09-09,19320.54000000,21597.22000000,19291.75000000,21360.11000000,428919.74652000,2022-09-09 23:59:59.999,8929831332.70879570,7777214,217979.24137000,4537141163.99010930,0
2022-09-10,21361.62000000,21810.80000000,21111.13000000,21648.34000000,307997.33504000,2022-09-10 23:59:59.999,6589753118.84113090,5615783,154171.04126000,3298995539.43566350,0
2022-09-11,21647.21000000,21860.00000000,21350.00000000,21826.87000000,280702.55149000,2022-09-11 23:59:59.999,6064643642.71623070,4801844,141171.88117000,3050253458.28356250,0
2022-09-12,21826.87000000,22488.00000000,21538.51000000,22395.74000000,395395.61828000,2022-09-12 23:59:59.999,8743762682.84171810,6979539,199489.54060000,4411479060.20369410,0
2022-09-13,22395.44000000,22799.00000000,19860.00000000,20173.57000000,431915.03333000,2022-09-13 23:59:59.999,9302239274.39612070,8126869,217144.54247000,4679543994.69320690,0
2022-09-14,20173.62000000,20541.48000000,19617.62000000,20226.71000000,340826.40151000,2022-09-14 23:59:59.999,6886235196.64619830,6313052,169670.53169000,3428396493.96927510,0
2022-09-15,20227.17000000,20330.24000000,19497.00000000,19701.88000000,333069.76076000,2022-09-15 23:59:59.999,6655264974.21375970,6690974,165652.72910000,3310217929.74111560,0
2022-09-16,19701.88000000,19890.00000000,19320.01000000,19803.30000000,283791.07064000,2022-09-16 23:59:59.999,5584012914.11388650,5120935,141085.20536000,2776292772.19022810,0
2022-09-17,19803.30000000,20189.00000000,19748.08000000,20113.62000000,179350.24338000,2022-09-17 23:59:59.999,3578667842.69528270,3862666,89621.58733000,1788389852.30019590,0
2022-09-18,20112.61000000,20117.26000000,19335.62000000,19416.18000000,254217.46904000,2022-09-18 23:59:59.999,5033968947.53057280,4634096,124480.59651000,2465062845.96785580,0
2022-09-19,19417.45000000,19686.20000000,18232.56000000,19537.02000000,380512.40306000,2022-09-19 23:59:59.999,7215196795.65605120,6820580,189241.29071000,3589311748.60739510,0
2022-09-20,19537.02000000,19634.62000000,18711.87000000,18875.00000000,324098.32860000,2022-09-20 23:59:59.999,6206043205.41227810,5900070,160716.33038000,3077612901.14681340,0
2022-09-21,18874.31000000,19956.00000000,18125.98000000,18461.36000000,385034.10021000,2022-09-21 23:59:59.999,7338667639.75195680,6907777,190299.47143000,3628361586.91015330,0
2022-09-22,18461.36000000,19550.17000000,18356.39000000,19401.63000000,379321.72111000,2022-09-22 23:59:59.999,7203741481.48363670,6251862,190987.32145000,3627123696.69056920,0
2022-09-23,19401.63000000,19500.00000000,18531.42000000,19289.91000000,385886.91829000,2022-09-23 23:59:59.999,7330336009.19099840,5906265,194842.08772000,3701394516.77361640,0
2022-09-24,19288.57000000,19316.14000000,18805.34000000,18920.50000000,239496.56746000,2022-09-24 23:59:59.999,4568927983.65078460,3907636,120501.30570000,2298979763.30945220,0
2022-09-25,18921.99000000,19180.21000000,18629.20000000,18807.38000000,191191.44920000,2022-09-25 23:59:59.999,3625136713.92470430,3714450,94989.39646000,1801229611.97685890,0
2022-09-26,18809.13000000,19318.96000000,18680.72000000,19227.82000000,439239.21943000,2022-09-26 23:59:59.999,8356951609.99872370,5837041,220623.29914000,4198006044.88422510,0
2022-09-27,19226.68000000,20385.86000000,18816.32000000,19079.13000000,593260.74161000,2022-09-27 23:59:59.999,11705770260.67216150,8152473,296727.71059000,5856646101.49598810,0
2022-09-28,19078.10000000,19790.00000000,18471.28000000,19412.82000000,521385.45547000,2022-09-28 23:59:59.999,9964460007.30435550,7357437,260944.38118000,4988233394.32266180,0
2022-09-29,19412.82000000,19645.52000000,18843.01000000,19591.51000000,406424.93256000,2022-09-29 23:59:59.999,7868786414.85621160,5631615,203187.57552000,3934342925.08751120,0
2022-09-30,19590.54000000,20185.00000000,19155.36000000,19422.61000000,444322.95340000,2022-09-30 23:59:59.999,8694127253.57659450,6254203,220029.84583000,4304848630.33263890,0
2022-10-01,19422.61000000,19484.00000000,19159.42000000,19310.95000000,165625.13959000,2022-10-01 23:59:59.999,3200350294.52686990,2470590,82734.18388000,1598688567.58656520,0
2022-10-02,19312.24000000,19395.91000000,18920.35000000,19056.80000000,206812.47032000,2022-10-02 23:59:59.999,3970724799.95581670,3320217,102972.16014000,1977186000.19920470,0
2022-10-03,19057.74000000,19719.10000000,18959.68000000,19629.08000000,293585.75212000,2022-10-03 23:59:59.999,5672105805.77214400,4471910,147383.93612000,2847846726.23694850,0
2022-10-04,19629.08000000,20475.00000000,19490.60000000,20337.82000000,327012.00127000,2022-10-04 23:59:59.999,6533428229.85105150,4871932,165646.26490000,3309936012.94839200,0
2022-10-05,20337.82000000,20365.60000000,19730.00000000,20158.26000000,312239.75224000,2022-10-05 23:59:59.999,6275437160.95807180,4540004,155249.45329000,3120338866.32575530,0
2022-10-06,20158.26000000,20456.60000000,19853.00000000,19960.67000000,320122.17020000,2022-10-06 23:59:59.999,6452892402.32426970,5085004,161557.89851000,3256881316.71653890,0
2022-10-07,19960.67000000,20068.82000000,19320.00000000,19530.09000000,220874.83913000,2022-10-07 23:59:59.999,4353681483.98703370,4324772,109800.49576000,2164491136.48312770,0
2022-10-08,19530.09000000,19627.38000000,19237.14000000,19417.96000000,102480.09842000,2022-10-08 23:59:59.999,1995917001.73959890,2637385,50775.11492000,988952773.21633940,0
2022-10-09,19416.52000000,19558.00000000,19316.04000000,19439.02000000,113900.82681000,2022-10-09 23:59:59.999,2215007204.23799070,2833704,57166.25996000,1111737800.16944170,0
2022-10-10,19439.96000000,19525.00000000,19020.25000000,19131.87000000,212509.09849000,2022-10-10 23:59:59.999,4101745483.12952400,4432688,104849.40967000,2023908022.73601820,0
2022-10-11,19131.87000000,19268.09000000,18860.00000000,19060.00000000,243473.84286000,2022-10-11 23:59:59.999,4642843395.60028180,4792106,121218.68324000,2311676809.24217190,0
2022-10-12,19060.00000000,19238.31000000,18965.88000000,19155.53000000,213826.26731000,2022-10-12 23:59:59.999,4086903621.92655390,4556597,106608.71840000,2037738508.16163930,0
2022-10-13,19155.10000000,19513.79000000,18190.00000000,19375.13000000,399756.68337000,2022-10-13 23:59:59.999,7554309475.30798620,7470896,199869.15895000,3777964473.26291180,0
2022-10-14,19375.58000000,19951.87000000,19070.37000000,19176.93000000,351634.32601000,2022-10-14 23:59:59.999,6877621835.22579560,6688310,175798.36758000,3438783886.91180620,0
2022-10-15,19176.93000000,19227.68000000,18975.18000000,19069.39000000,113847.64232000,2022-10-15 23:59:59.999,2178316065.62219900,3052219,56109.00376000,1073637476.76884680,0
2022-10-16,19068.40000000,19425.84000000,19063.74000000,19262.98000000,131894.61885000,2022-10-16 23:59:59.999,2531545363.30770030,3438605,66536.80449000,1277129233.66074540,0
2022-10-17,19262.98000000,19676.96000000,19152.03000000,19549.86000000,222813.87634000,2022-10-17 23:59:59.999,4331666395.60467430,5162979,111854.00525000,2174642989.58540480,0
2022-10-18,19548.48000000,19706.66000000,19091.00000000,19327.44000000,260313.07848000,2022-10-18 23:59:59.999,5065944973.46434750,5588482,129478.25628000,2520037025.60741570,0
2022-10-19,19327.44000000,19360.16000000,19065.97000000,19123.97000000,186137.29538000,2022-10-19 23:59:59.999,3575041318.44978390,4545820,92346.11007000,1773769908.88775970,0
2022-10-20,19123.35000000,19347.82000000,18900.00000000,19041.92000000,223530.13068000,2022-10-20 23:59:59.999,4276025723.99478240,5391090,110662.16001000,2117089562.36447760,0
2022-10-21,19041.92000000,19250.00000000,18650.00000000,19164.37000000,269310.75769000,2022-10-21 23:59:59.999,5126619487.86902100,5679281,133589.01923000,2543268174.88863470,0
2022-10-22,19164.37000000,19257.00000000,19112.72000000,19204.35000000,110403.90837000,2022-10-22 23:59:59.999,2117395641.12692130,2887106,54134.08243000,1038228038.71095430,0
2022-10-23,19204.29000000,19695.00000000,19070.11000000,19570.40000000,167057.20184000,2022-10-23 23:59:59.999,3233393909.20097670,3939703,84465.80483000,1635057403.33511530,0
2022-10-24,19570.40000000,19601.15000000,19157.00000000,19329.72000000,256168.14467000,2022-10-24 23:59:59.999,4957159176.81683820,5676899,126808.68300000,2453987281.18596270,0
2022-10-25,19330.60000000,20415.87000000,19237.00000000,20080.07000000,326370.67061000,2022-10-25 23:59:59.999,6454151276.52006910,7214687,163350.80531000,3230612090.86733450,0
2022-10-26,20079.02000000,21020.00000000,20050.41000000,20771.59000000,380492.69576000,2022-10-26 23:59:59.999,7833551674.48567690,8512349,190912.96434000,3930265900.94812720,0
2022-10-27,20771.61000000,20872.21000000,20200.00000000,20295.11000000,328643.57791000,2022-10-27 23:59:59.999,6771209922.01191690,7748080,163139.47991000,3361632657.41389340,0
2022-10-28,20295.11000000,20750.00000000,20000.09000000,20591.84000000,287039.94569000,2022-10-28 23:59:59.999,5849603405.68257480,6638096,143078.25276000,2915977522.58249740,0
2022-10-29,20591.84000000,21085.00000000,20554.01000000,20809.67000000,254881.77755000,2022-10-29 23:59:59.999,5303038321.45748340,6255599,127941.56356000,2662029299.90963940,0
2022-10-30,20809.68000000,20931.21000000,20515.00000000,20627.48000000,192795.60886000,2022-10-30 23:59:59.999,3994389493.32589140,4920007,96047.94574000,1990076844.63314990,0
2022-10-31,20627.48000000,20845.92000000,20237.95000000,20490.74000000,303567.61628000,2022-10-31 23:59:59.999,6226304300.44386390,6571526,151222.29645000,3101777763.86047420,0
2022-11-01,20490.74000000,20700.00000000,20330.74000000,20483.62000000,279932.43771000,2022-11-01 23:59:59.999,5740102554.92082930,5971938,139277.94706000,2856018095.76356870,0
2022-11-02,20482.81000000,20800.00000000,20048.04000000,20151.84000000,373716.27299000,2022-11-02 23:59:59.999,7633404092.43069200,7431698,185785.97212000,3795164791.22180700,0
2022-11-03,20151.84000000,20393.32000000,20031.24000000,20207.82000000,319185.15440000,2022-11-03 23:59:59.999,6461673165.23964280,6948227,159939.61870000,3237968703.46118680,0
2022-11-04,20207.12000000,21302.05000000,20180.96000000,21148.52000000,453694.39165000,2022-11-04 23:59:59.999,9409862204.98690370,9249613,227403.70755000,4716670352.08739030,0
2022-11-05,21148.52000000,21480.65000000,21080.65000000,21299.37000000,245621.98525000,2022-11-05 23:59:59.999,5240395528.90820090,5570832,123030.36163000,2624930077.15729230,0
2022-11-06,21299.37000000,21365.27000000,20886.13000000,20905.58000000,230036.97217000,2022-11-06 23:59:59.999,4877535058.41270290,5268210,114034.06693000,2418047871.80980680,0
2022-11-07,20905.58000000,21069.77000000,20384.89000000,20591.13000000,386977.60337000,2022-11-07 23:59:59.999,8035052131.59345330,8344242,191603.32017000,3978525724.87402080,0
2022-11-08,20590.67000000,20700.88000000,17166.83000000,18547.23000000,760705.36278300,2022-11-08 23:59:59.999,14758384309.85422391,14530601,374775.57408500,7271200924.07038745,0
2022-11-09,18545.38000000,18587.76000000,15588.00000000,15922.81000000,731926.92972900,2022-11-09 23:59:59.999,12737719697.39400940,13605474,358702.78899600,6245795114.51209161,0
2022-11-10,15922.68000000,18199.00000000,15754.26000000,17601.15000000,608448.36432000,2022-11-10 23:59:59.999,10323294543.88035480,12719887,302898.84757000,5141663571.35643840,0
2022-11-11,17602.45000000,17695.00000000,16361.60000000,17070.31000000,393552.86492000,2022-11-11 23:59:59.999,6725273822.83780570,9900073,197414.69616000,3374092512.56180640,0
2022-11-12,17069.98000000,17119.10000000,16631.39000000,16812.08000000,167819.96035000,2022-11-12 23:59:59.999,2827930561.00637930,5046837,83267.92293000,1403236127.92359400,0
2022-11-13,16813.16000000,16954.28000000,16229.00000000,16329.85000000,184960.78846000,2022-11-13 23:59:59.999,3074280132.05352330,5382834,91914.44893000,1527844645.63411680,0
